Timestamp;Type;ID;Data
11T082554886;1;cd2c821;ff00ffffffffffff
11T082554887;1;cef27fd;20fffae1ff00ffff
11T082554888;1;cfe6cee;4b10c0c02c286657
11T082554889;1;18e520c8;ffffffffffffffff
11T082554891;1;c000003;ecffffffffffffff
11T082554892;1;cf00203;cde82700045028ff
11T082554893;1;cf00300;f0de63fffffff4ff
11T082554893;1;c00000b;fcffff7dffffffff
11T082554894;1;cf00400;f4dedef027fff0ff
11T082554894;1;18f0093e;a97d7f8f7d7f807c
11T082554895;1;18f00029;f07d7df0fffff048
11T082554895;1;18febf0b;cb567c7e8584ffff
11T082554896;1;18ebff00;01c012c4603bcd60
11T082554897;1;c00270b;fcffff7dffffffff
11T082554897;1;cef27fd;20fffae1ff00ffff
11T082554898;1;cffcafd;c0fffffffffff800
11T082554898;1;18fead0b;00000000ffffffff
11T082554899;1;18fdc40b;03ffffffffffffff
11T082554900;1;18fe4f3e;f400ffffffffffff
11T082554900;1;18fe5cc8;ffffffff10b82eff
11T082554901;1;c000003;ecffffffffffffff
11T082554902;1;c002903;10ffffffffffffff
11T082554903;1;cf00203;cd382800043828ff
11T082554903;1;cf00400;f4dedef027fff0ff
11T082554904;1;c00000b;fcffff7dffffffff
11T082554906;1;cef27fd;20fffae1ff00ffff
11T082554908;1;18da17ee;0562f9250000ffff
11T082554911;1;c000003;ecffffffffffffff
11T082554911;1;cf00203;cdf0270004e827ff
11T082554913;1;c010305;ccfffaffff20440a
11T082554913;1;c00000b;fcffff7dffffffff
11T082554914;1;cf00400;f4dede0028fff0ff
11T082554914;1;18f0093e;b17d7f8b7dc7807c
11T082554915;1;18febf0b;d4567d7e8483ffff
11T082554916;1;cef27fd;20fffae1ff00ffff
11T082554921;1;c000003;ecffffffffffffff
11T082554922;1;cf00203;cd40280004e827ff
11T082554923;1;cf00400;f4dede2028fff0ff
11T082554923;1;c00000b;fcffff7dffffffff
11T082554924;1;18fef227;73058002ffffffff
11T082554926;1;cef27fd;20fffae1ff00ffff
11T082554931;1;cfe5a2f;1f33330ffff7fcf0
11T082554931;1;c000003;ecffffffffffffff
11T082554932;1;18fe592f;ffffffffdd7ce97c
11T082554932;1;cf00203;cd182800047028ff
11T082554933;1;c00000b;fcffff7dffffffff
11T082554934;1;c001027;fcffff7dffffffff
11T082554934;1;18e4c820;ffffffffffffffff
11T082554935;1;cf00400;f4dede2028fff0ff
11T082554935;1;18f00010;f07d7dfc10ffff1d
11T082554936;1;18f0093e;b77d7f8b7d0f817c
11T082554936;1;cef27fd;20fffae1ff00ffff
11T082554937;1;18fe4a03;fffdffffffffffff
11T082554938;1;18febf0b;df567d7d8383ffff
11T082554938;1;cfe6cee;4b10c0c02c286657
11T082554939;1;1cfec703;fffffffffffc0000
11T082554941;1;c000003;ecffffffffffffff
11T082554942;1;cf00203;cd30280004a828ff
11T082554942;1;18f00503;89e80389878988f5
11T082554943;1;cf00300;f0de63fffffff4ff
11T082554943;1;c00000b;fcffff7dffffffff
11T082554944;1;cf00400;f4dede4028fff0ff
11T082554945;1;c00270b;fcffff7dffffffff
11T082554945;1;18ebff00;0222dfe02edba028
11T082554946;1;cef27fd;20fffae1ff00ffff
11T082554947;1;cffcafd;c0fffffffffff800
11T082554949;1;c0320c8;ceff8b57ffffffff
11T082554951;1;c000003;ecffffffffffffff
11T082554952;1;c002903;10ffffffffffffff
11T082554952;1;cf00203;cd782800042028ff
11T082554953;1;cf00400;f4dede5028fff0ff
11T082554953;1;c00000b;fcffff7dffffffff
11T082554954;1;18fef100;433357c40059e03f
11T082554954;1;18f0093e;bb7d7f877d4f817c
11T082554955;1;18febf0b;e2567d7d8583ffff
11T082554956;1;cef27fd;20fffae1ff00ffff
11T082554959;1;18fec4c8;ced1cf4ff622ffff
11T082554961;1;c000003;ecffffffffffffff
11T082554962;1;cf00203;cd28280004f827ff
11T082554963;1;c010305;ccfffaffff20440a
11T082554963;1;c00000b;fcffff7dffffffff
11T082554964;1;cf00400;f4dede5028fff0ff
11T082554964;1;18f0010b;0000c0ffff01fff3
11T082554966;1;cef27fd;20fffae1ff00ffff
11T082554969;1;18fec6c8;7f000000ffffffa1
11T082554971;1;c000003;ecffffffffffffff
11T082554972;1;cf00203;cd302800040828ff
11T082554973;1;cf00400;f4dede4028fff0ff
11T082554973;1;c00000b;fcffff7dffffffff
11T082554974;1;18f00027;f07dffffffffffff
11T082554974;1;18f0093e;bf7d7f877d67817c
11T082554975;1;18febf0b;db567d7d8583ffff
11T082554976;1;cef27fd;20fffae1ff00ffff
11T082554981;1;c000003;ecffffffffffffff
11T082554982;1;cf00203;cd302800042028ff
11T082554983;1;c001027;fcffff7dffffffff
11T082554983;1;c00000b;fcffff7dffffffff
11T082554984;1;cf00400;f4dede3028fff0ff
11T082554985;1;cd22f21;7f00f0ffffffffff
11T082554986;1;cd2c821;ff00ffffffffffff
11T082554987;1;cef27fd;20fffae1ff00ffff
11T082554988;1;cfe6cee;4b10c0c008281957
11T082554989;1;18e520c8;ffffffffffffffff
11T082554991;1;c000003;ecffffffffffffff
11T082554992;1;cf00203;cd202800042828ff
11T082554993;1;cf00300;f0de63fffffff4ff
11T082554993;1;c00000b;fcffff7dffffffff
11T082554994;1;cf00400;f4dede3028fff0ff
11T082554994;1;18f0093e;c37d7f877d67817d
11T082554995;1;18f00029;f07d7df0fffff048
11T082554995;1;18ebff00;03de3043d9089209
11T082554996;1;18febf0b;db567c7e8583ffff
11T082554997;1;c00270b;fcffff7dffffffff
11T082554997;1;cef27fd;20fffae1ff00ffff
11T082554998;1;cffcafd;c0fffffffffff800
11T082554998;1;18fead0b;00000000ffffffff
11T082554999;1;18fdc40b;03ffffffffffffff
11T082555000;1;18fe4f3e;f400ffffffffffff
11T082555000;1;18fe5cc8;ffffffff20b82eff
11T082555001;1;c000003;ecffffffffffffff
11T082555002;1;c002903;10ffffffffffffff
11T082555002;1;cf00203;cd082800041028ff
11T082555003;1;cf00400;f4dede2028fff0ff
11T082555003;1;c00000b;fcffff7dffffffff
11T082555006;1;cef27fd;20fffae1ff00ffff
11T082555011;1;c000003;ecffffffffffffff
11T082555011;1;cf00203;cd402800040828ff
11T082555013;1;c010305;ccfffaffff20440a
11T082555013;1;c00000b;fcffff7dffffffff
11T082555014;1;cf00400;f4dede2028fff0ff
11T082555014;1;18f0093e;c37d7f877d6f817d
11T082555015;1;18febf0b;d9567c7e8583ffff
11T082555016;1;cef27fd;20fffae1ff00ffff
11T082555021;1;c000003;ecffffffffffffff
11T082555022;1;cf00203;cdf02700041828ff
11T082555023;1;cf00400;f4dede0028fff0ff
11T082555023;1;c00000b;fcffff7dffffffff
11T082555024;1;18fef227;72058102ffffffff
11T082555026;1;cef27fd;20fffae1ff00ffff
11T082555031;1;cfe5a2f;1f33330ffff7fcf0
11T082555031;1;c000003;ecffffffffffffff
11T082555032;1;18fe592f;ffffffffe37ce97c
11T082555032;1;cf00203;cd082800042028ff
11T082555033;1;c00000b;fcffff7dffffffff
11T082555034;1;c001027;fcffff7dffffffff
11T082555034;1;18e4c820;ffffffffffffffff
11T082555035;1;18f00010;f07d7dfc10ffff1d
11T082555035;1;18f0093e;c57d7f8b7d8f817d
11T082555036;1;18fe4a03;fffdffffffffffff
11T082555037;1;cef27fd;20fffae1ff00ffff
11T082555037;1;18febf0b;e0567d7d8483ffff
11T082555038;1;18feca27;01ff52f00081ffff
11T082555038;1;cfe6cee;4b10c0c043288057
11T082555039;1;cf00400;f4dede0028fff0ff
11T082555039;1;1cfec703;fffffffffffc0000
11T082555041;1;c000003;ecffffffffffffff
11T082555042;1;cf00203;cd582800041828ff
11T082555042;1;18f00503;89e80389878988f5
11T082555043;1;cf00300;f0de63fffffff4ff
11T082555043;1;c00000b;fcffff7dffffffff
11T082555044;1;cf00400;f4dede0028fff0ff
11T082555045;1;c00270b;fcffff7dffffffff
11T082555045;1;18ebff00;04004b32ffffffff
11T082555046;1;18fedf00;82ffffffffffffff
11T082555047;1;cef27fd;20fffae1ff00ffff
11T082555047;1;cffcafd;c0fffffffffff800
11T082555049;1;c0320c8;ceff9857ffffffff
11T082555051;1;c000003;ecffffffffffffff
11T082555052;1;c002903;10ffffffffffffff
11T082555052;1;cf00203;cd082800041028ff
11T082555053;1;cf00400;f4dede0028fff0ff
11T082555053;1;c00000b;fcffff7dffffffff
11T082555054;1;18feef00;47ffff5effffffff
11T082555054;1;18f0093e;c77d7f937d9f817d
11T082555055;1;18fef100;436657c40059e03f
11T082555056;1;18febf0b;f1567c7e8382ffff
11T082555056;1;cef27fd;20fffae1ff00ffff
11T082555059;1;18fec4c8;ced1cf4ff622ffff
11T082555061;1;c000003;ecffffffffffffff
11T082555062;1;cf00203;cd582800040828ff
11T082555063;1;c010305;ccfffaffff20440a
11T082555063;1;c00000b;fcffff7dffffffff
11T082555064;1;cf00400;f4dede2028fff0ff
11T082555064;1;18f0010b;0000c0ffff01fff3
11T082555065;1;18fef600;ff7f31ffffffffff
11T082555066;1;cef27fd;20fffae1ff00ffff
11T082555069;1;18fec6c8;7f000000ffffffa1
11T082555071;1;c000003;ecffffffffffffff
11T082555072;1;cf00203;cd382800042828ff
11T082555073;1;cf00400;f4dede2028fff0ff
11T082555073;1;c00000b;fcffff7dffffffff
11T082555074;1;18f00027;f07dffffffffffff
11T082555074;1;18f0093e;c77d7f977d9f817d
11T082555075;1;18febf0b;f8567c7e8282ffff
11T082555076;1;cef27fd;20fffae1ff00ffff
11T082555081;1;c000003;ecffffffffffffff
11T082555082;1;cf00203;cd48280004b028ff
11T082555083;1;c001027;fcffff7dffffffff
11T082555083;1;c00000b;fcffff7dffffffff
11T082555084;1;cf00400;f4dede4028fff0ff
11T082555085;1;cd22f21;7f00f0ffffffffff
11T082555086;1;cd2c821;ff00ffffffffffff
11T082555087;1;cef27fd;20fffae1ff00ffff
11T082555088;1;cfe6cee;4b10c0c02c286657
11T082555089;1;18e520c8;ffffffffffffffff
11T082555091;1;c000003;ecffffffffffffff
11T082555092;1;cf00203;cd302800042828ff
11T082555093;1;cf00300;f0de63fffffff4ff
11T082555093;1;c00000b;fcffff7dffffffff
11T082555094;1;cf00400;f4dede6028fff0ff
11T082555094;1;18f0093e;c77d7f9f7d87817e
11T082555095;1;18f00029;f07d7df0fffff048
11T082555095;1;18febf0b;f8567c7e8382ffff
11T082555096;1;c00270b;fcffff7dffffffff
11T082555097;1;cef27fd;20fffae1ff00ffff
11T082555097;1;cffcafd;c0fffffffffff800
11T082555098;1;18fead0b;00000000ffffffff
11T082555098;1;18fdc40b;03ffffffffffffff
11T082555099;1;18fe4f3e;f400ffffffffffff
11T082555100;1;18fe700b;ffff460fffffffff
11T082555100;1;18fe5cc8;ffffffff30b82eff
11T082555101;1;c000003;ecffffffffffffff
11T082555102;1;c002903;10ffffffffffffff
11T082555102;1;cf00203;cd40280004e827ff
11T082555103;1;cf00400;f4dede6028fff0ff
11T082555104;1;c00000b;fcffff7dffffffff
11T082555106;1;cef27fd;20fffae1ff00ffff
11T082555111;1;c000003;ecffffffffffffff
11T082555112;1;cf00203;cd682800047028ff
11T082555113;1;c010305;ccfffaffff20440a
11T082555113;1;c00000b;fcffff7dffffffff
11T082555114;1;cf00400;f4dede5028fff0ff
11T082555114;1;18f0093e;c77d7fa37d77817e
11T082555115;1;18febf0b;f1567c7e8482ffff
11T082555116;1;cef27fd;20fffae1ff00ffff
11T082555121;1;c000003;ecffffffffffffff
11T082555122;1;cf00203;cd182800046028ff
11T082555123;1;cf00400;f4dede4028fff0ff
11T082555123;1;c00000b;fcffff7dffffffff
11T082555124;1;18fef227;7b057e02ffffffff
11T082555126;1;cef27fd;20fffae1ff00ffff
11T082555131;1;cfe5a2f;1f33330ffff7fcf0
11T082555131;1;c000003;ecffffffffffffff
11T082555132;1;18fe592f;ffffffffe37ce97c
11T082555132;1;cf00203;cd40280004e827ff
11T082555133;1;c001027;fcffff7dffffffff
11T082555134;1;c00000b;fcffff7dffffffff
11T082555134;1;cf00400;f4dede4028fff0ff
11T082555135;1;18e4c820;ffffffffffffffff
11T082555135;1;18f00010;f07d7dfc10ffff1e
11T082555136;1;18f0093e;c77d7fa77d77817e
11T082555136;1;cef27fd;20fffae1ff00ffff
11T082555137;1;18fe4a03;fffdffffffffffff
11T082555138;1;18febf0b;e4567c7e8483ffff
11T082555138;1;cfe6cee;4b10c0c020283357
11T082555139;1;1cfec703;fffffffffffc0000
11T082555141;1;c000003;ecffffffffffffff
11T082555142;1;cf00203;cdf0270004d027ff
11T082555142;1;18f00503;89e80389878988f5
11T082555143;1;cf00300;f0de63fffffff4ff
11T082555143;1;c00000b;fcffff7dffffffff
11T082555144;1;cf00400;f4dede1028fff0ff
11T082555145;1;c00270b;fcffff7dffffffff
11T082555146;1;cef27fd;20fffae1ff00ffff
11T082555147;1;cffcafd;c0fffffffffff800
11T082555149;1;c0320c8;ceffb857ffffffff
11T082555151;1;c000003;ecffffffffffffff
11T082555152;1;c002903;10ffffffffffffff
11T082555152;1;cf00203;cd10280004c027ff
11T082555153;1;cf00400;f4dede1028fff0ff
11T082555153;1;c00000b;fcffff7dffffffff
11T082555154;1;18fef100;438057c40059e03f
11T082555154;1;18f0093e;c77d7fab7d7f817e
11T082555155;1;18febf0b;eb567c7e8382ffff
11T082555156;1;cef27fd;20fffae1ff00ffff
11T082555160;1;18fec4c8;ced1cf4ff622ffff
11T082555161;1;c000003;ecffffffffffffff
11T082555162;1;cf00203;cdf02700044028ff
11T082555163;1;c010305;ccfffaffff20440a
11T082555163;1;cf00400;f4dedef027fff0ff
11T082555164;1;c00000b;fcffff7dffffffff
11T082555164;1;18f0010b;0000c0ffff01fff3
11T082555166;1;cef27fd;20fffae1ff00ffff
11T082555169;1;18fec6c8;7f000000ffffffa1
11T082555170;1;18daee17;0322f92300000000
